x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,total_energy,aircraft_component_1,aircraft_component_2,runway_surface,runway_base,runway_subgrade
0.6394267984578837,0.025010755222666936,0.27502931836911926,0.22321073814882275,0.7364712141640124,0.6766994874229113,0.8921795677048454,0.08693883262941615,0.4219218196852704,0.029797219438070344,0.21863797480360336,0.5053552881033624,0.026535969683863625,0.1988376506866485,0.6498844377795232,0.5449414806032167,0.2204406220406967,79.36344670808826,27.747666959424663,10.175075286558668,17.200234546952956,13.116053690744113,10.94588485665605
0.8094304566778266,0.006498759678061017,0.8058192518328079,0.6981393949882269,0.3402505165179919,0.15547949981178155,0.9572130722067812,0.33659454511262676,0.09274584338014791,0.09671637683346401,0.8474943663474598,0.6037260313668911,0.8071282732743802,0.7297317866938179,0.5362280914547007,0.9731157639793706,0.3785343772083535,84.85308920237028,28.40526356640183,10.045491317746427,21.446554014662464,15.490696974941134,9.361002066071968
0.8294046642529949,0.6185197523642461,0.8617069003107772,0.577352145256762,0.7045718362149235,0.045824383655662215,0.22789827565154686,0.28938796360210717,0.0797919769236275,0.23279088636103018,0.10100142940972912,0.2779736031100921,0.6356844442644002,0.36483217897008424,0.37018096711688264,0.2095070307714877,0.26697782204911336,91.18734612544571,28.385695409841272,14.329638266549722,21.89365520248622,14.88676072628381,10.818287344859694
0.6480353852465935,0.6091310056669882,0.171138648198097,0.7291267979503492,0.1634024937619284,0.3794554417576478,0.9895233506365952,0.6399997598540929,0.5569497437746462,0.6846142509898746,0.8428519201898096,0.7759999115462448,0.22904807196410437,0.03210024390403776,0.3154530480590819,0.26774087597570273,0.21098284358632646,83.05735435470449,27.23926473598123,14.263917039668918,16.369109185584776,15.645633989751746,8.653609975047713
0.8763676264726689,0.3146778807984779,0.65543866529488,0.39563190106066426,0.9145475897405435,0.4588518525873988,0.26488016649805246,0.24662750769398345,0.5613681341631508,0.26274160852293527,0.5845859902235405,0.897822883602477,0.39940050514039727,0.21932075915728333,0.9975376064951103,0.5095262936764645,0.09090941217379389,86.85821707296483,29.68137996990149,12.202745165589345,20.24350932235904,13.97815950530332,11.658190358962173
0.10964913035065915,0.62744604170309,0.7920793643629641,0.42215996679968404,0.06352770615195713,0.38161928650653676,0.9961213802400968,0.529114345099137,0.9710783776136181,0.8607797022344981,0.011481021942819636,0.7207218193601946,0.6817103690265748,0.5369703304087952,0.2668251899525428,0.6409617985798081,0.11155217359587644,79.82292824328945,21.859729876519665,14.39212229192163,21.336634914903712,14.11079983399842,8.254110824607828
0.45372370632920644,0.9538159275210801,0.8758529403781941,0.26338905075109076,0.5005861130502983,0.17865188053013137,0.9126278393448205,0.8705185698367669,0.2984447914486329,0.6389494948660052,0.6089702114381723,0.1528392685496348,0.7625108000751513,0.5393790301196257,0.7786264786305582,0.5303536721951775,0.0005718961279435053,86.54567765999143,24.894540824352326,16.676711492647563,22.006823523025552,13.316945253755454,10.002344452201193
0.019476742385832302,0.9290986162646171,0.8787218778231842,0.8316655293611794,0.30751412540266143,0.05792516649418755,0.8780095992040405,0.9469494452979941,0.08565345206787878,0.4859904633166138,0.06921251846838361,0.7606021652572316,0.7658344293069878,0.1283914644997628,0.4752823780987313,0.5498035934949439,0.2650566289400591,84.97733332387156,20.3106177568467,16.50369031385232,22.029775022585476,16.158327646805898,9.230056501610646
0.4231379402008869,0.21179820544208205,0.5392960887794583,0.7299310690899762,0.2011510633896959,0.31171629130089495,0.9951493566608947,0.6498780576394535,0.43810008391450406,0.5175758410355906,0.12100419586826572,0.22469733703155736,0.33808556214745533,0.5883087184572333,0.230114732596577,0.22021738445155947,0.07099308600903254,80.36823364648977,24.85481198461066,11.482587438094574,19.314368710235666,15.649655345449881,8.804604253558784
0.22894178381115438,0.905420013006128,0.8596354002537465,0.07085734988865344,0.23800463436899522,0.6689777782962806,0.2142368073704386,0.132311848725025,0.935514240580671,0.5710430933252845,0.47267102631179414,0.7846194242907534,0.8074969977666434,0.1904099143618777,0.09693081422882333,0.4310511824063775,0.4235786230199208,83.08275131076957,23.627373394704104,16.337940091042896,21.877083202029972,12.354286749443267,8.95201853747598
0.7290758494598506,0.6733645472933015,0.9841652113659661,0.09841787115195888,0.4026212821022688,0.33930260539496315,0.8616725363527911,0.24865633392028563,0.1902089084408115,0.4486135478331319,0.4218816398344042,0.27854514466694047,0.2498064478821005,0.9232655992760128,0.44313074505345695,0.8613491047618306,0.5503253124498481,86.75998837058789,27.96936370538843,14.71355183105311,22.873321690927728,12.492089355759795,9.610485128409074
0.9992824684127266,0.8360275850799519,0.9689962572847513,0.9263669830081276,0.8486957344143055,0.16631111060391401,0.48564112545071847,0.21374729919918167,0.4010402925494526,0.058635399972178925,0.3789731189769161,0.9853088437797259,0.26520305817215195,0.7840706019485694,0.4550083673391433,0.4230074859901629,0.9573176408596732,97.94707329085605,30.32544690533509,15.852193095559663,22.751970058278012,16.63183491504064,11.394782937657222
0.5557683234056182,0.718408275296326,0.15479682527406413,0.2967078254945642,0.9687093649691588,0.5791802908162562,0.5421952013742742,0.7479755603790641,0.05716527290748308,0.5841775944589712,0.5028503829195136,0.8527198920482854,0.15743272793948326,0.9607789032744504,0.08011146524058688,0.1858249609807232,0.5950351064500277,83.69207803951312,26.716043815688693,15.02885792707428,16.238374602192515,13.48353912747282,11.874837459876636
0.2352038950009312,0.11988661394712419,0.8902873141294375,0.24621534778862486,0.5945191535334412,0.6193815103321031,0.4192249153358725,0.5836722892912247,0.5227827155319589,0.9347062577364272,0.20425919942353643,0.7161918007894148,0.23868595261584602,0.3957858467912545,0.6716902229599713,0.2999970797987622,0.31617719627185403,80.66518911924459,23.590801970673517,10.83920629762987,22.1222985130355,13.231076738943123,10.378076614133764
0.07254311449315731,0.4582855226185861,0.9984544408544423,0.9960964478550944,0.073260721099633,0.2131543122670404,0.26520041475040135,0.9332593779937091,0.8808641736864395,0.8792702424845428,0.36952708873888396,0.15774683235723197,0.833744954639807,0.703539925087371,0.6116777657259501,0.9872330636315043,0.6539763177107326,81.63654529260961,21.151739769465653,13.207998658330103,22.98763552683554,16.980482239275474,8.293042884398531
0.8171041351154616,0.2993787521999779,0.6633887149660773,0.9389300039271039,0.13429111439336772,0.11542867041910221,0.10703597770941764,0.5532236408848159,0.2723482123148163,0.6048298270302239,0.7176121871387979,0.20359731232745293,0.6342379588850797,0.2639839016304094,0.48853185214937656,0.9053364910793232,0.8461037132948555,85.22107108975574,28.401898691992823,12.095651265399844,20.30710971972862,16.694650019635517,8.537164457573471
0.42357577256372636,0.27668022397225167,0.0035456890877823,0.7711192230196271,0.6371133773013796,0.2619552624343482,0.7412309083479308,0.5516804211263913,0.42768691898067934,0.009669699608339966,0.07524386007376704,0.883106393300143,0.9039285715598931,0.5455902892055223,0.8345950198860167,0.582509566489794,0.14809378556748265,77.38373599388191,24.75966825050596,11.936761567805762,15.028365512702258,15.855596115098136,10.548453509205519
0.3082583499301337,0.89898148874259,0.7961223048880417,0.8607025820009028,0.8989246365264746,0.21007653833975404,0.24952973922292443,0.10279362167178563,0.7801162418714427,0.8841347014510089,0.4063773898321168,0.6206615101507128,0.15455333833220464,0.9298810156936744,0.864605696219964,0.9762060329309629,0.8107717199403969,89.82662930172037,23.502736575980844,16.29287042119813,21.368978439104332,16.303512910004514,11.595698546105899
0.024786361898188725,0.7365644717550821,0.33218546794642867,0.9308158860483255,0.8022351389371389,0.8640640283752794,0.810749316574389,0.26680570959447203,0.7873745091354711,0.10809562640295711,0.8721667829060897,0.8585932513377816,0.22243371754566443,0.816586605596929,0.4603032346789421,0.30519086733860057,0.7953454991528618,82.10763768239516,21.97599167573245,15.155951302285574,17.65748374357143,16.654079430241627,11.208940555748555
0.02366443470145152,0.19312978832770866,0.3282619511977065,0.8643529420302863,0.9668891040483611,0.2791249927218714,0.6414817386076277,0.39967838436006087,0.9811496871982601,0.5362157324787219,0.9392371403247157,0.11534175185142759,0.970400611022228,0.17856781617246364,0.9625343157615555,0.2654663625229686,0.1084025472147111,77.83134710380803,20.79489433245826,11.35190851829396,17.626095609581654,16.32176471015143,11.867556416193445
0.7285450606527043,0.31367731419499123,0.6062088533061433,0.5114230596694781,0.38519543334472717,0.5765880434965995,0.25472250613858194,0.7087852838341706,0.0016912782186294661,0.9255751654990827,0.5384519970927919,0.7194299991448455,0.7419500778394765,0.6706285044329995,0.3642214717812642,0.06997381112631018,0.6642376849112723,84.24233582314582,28.43862669352024,12.195741199364939,19.849670826449145,14.55711529834739,9.540781733378909
0.31391564505835967,0.8480152795063355,0.7197542630139502,0.3003222682112642,0.30928466220865325,0.40839290861921684,0.40240038705772463,0.295655202525947,0.12728779905915322,0.4204463337729083,0.940363670730183,0.6773179452727329,0.9028055457325826,0.6155149159513805,0.3009498745655653,0.5479372131356982,0.0004059396972875273,82.96266075210677,23.95594226782203,15.936106956544348,20.7580341041116,13.501611341056321,9.237138648834613
0.4298881499898346,0.579984781195682,0.6547056237030716,0.4649881902470142,0.4421597993048074,0.2137014009891003,0.47318618590932626,0.9011808258282542,0.7960247601267803,0.16969139619805473,0.08479553672512175,0.5154520099152164,0.6329408557657957,0.3351882554098009,0.8184234645366643,0.7511381375407322,0.672795670557167,82.56668424031976,24.726284301876547,14.059893468369774,20.237644989624574,14.324940951235071,9.76863919721923
0.19912993272657664,0.024425387726826342,0.24484254407835015,0.47513634421880513,0.8497376946247319,0.0728282291845691,0.41444101099771935,0.6297653807377137,0.1944352367397093,0.6963542504905049,0.49437716901043693,0.24398443957843885,0.6560580111117841,0.00554481813803176,0.7509644766184729,0.7700461885740251,0.10658729656353894,74.89159873982793,22.136955785634907,10.170977714087785,16.9587403526268,14.375681721094026,11.398950778498929
0.17588668170653166,0.9579660422795397,0.5179577504437408,0.05021838514064092,0.24919827965997166,0.8483363473516597,0.45646182547017256,0.8014166017222645,0.6675777325863531,0.987892453066448,0.5954523184694197,0.9500396084431559,0.891425925810437,0.6126523227617628,0.7192739612759671,0.504778164824402,0.830569169721415,80.64859275684009,23.455539511768638,16.705762295956777,19.143662003549927,12.251091925703205,8.996793118639886
0.8972081032332622,0.7436554421595849,0.4746744368230533,0.25919154846501935,0.24723973750965955,0.6376614367761563,0.7658136842971655,0.5212998128279821,0.6267484369817813,0.2745974469175383,0.07748335386473582,0.2857281508631525,0.2717151070821846,0.3197095684187623,0.5401522225184564,0.13837406151615572,0.23126147972818678,86.9232038125483,30.247403905884934,15.205588095117093,18.79739549458443,13.295957742325097,8.988958950038638
